4;r8087898;Малааўцюкоўскі сельскі Савет;
4;r8087897;Нахаўскі сельскі Савет;
4;r8087908;Азарыцкі сельскі Савет;
4;r8087895;Савіцкі сельскі Савет;
4;r8087896;Сыродскі сельскі Савет;
4;r8087893;Чкалаўскі сельскі Савет;
4;r8087894;Шыіцкі сельскі Савет;
4;r8087892;Юравіцкі сельскі Савет;
4;r8087891;Якімавіцкі сельскі Савет;
3;r59149;Кармянскі раён;
4;r5598624;Карма;
4;r8107296;Барсукоўскі сельскі Савет;
4;r8107289;Баравабудскі сельскі Савет;
4;r8107295;Ворнаўскі сельскі Савет;
4;r8107293;Кароцькаўскі сельскі Савет;
4;r8107292;Ліцвінавіцкі сельскі Савет;
4;r8107291;Лужкоўскі сельскі Савет;
4;r8107290;Стараградскі сельскі Савет;
3;r71147;Лельчыцкі раён;
4;r5598625;Лельчыцы;
4;r8030883;Бараўскі сельскі Савет;
4;r8030882;Буйнавіцкі сельскі Савет;
4;r8030881;Букчанскі сельскі Савет;
4;r8030880;Глушкавіцкі сельскі Савет;
4;r8030879;Дзяржынскі сельскі Савет;
4;r8030878;Дуброўскі сельскі Савет;
4;r8030877;Лельчыцкі сельскі Савет;
4;r8030876;Мілашавіцкі сельскі Савет;
4;r8030875;Сіманіцкі сельскі Савет;
4;r8030874;Стадоліцкі сельскі Савет;
4;r8030873;Тонежскі сельскі Савет;
4;r8030872;Ударненскі сельскі Савет;
3;r70799;Лоеўскі раён;не замкнуты
4;r5598630;Лоеў;
4;r8031199;Бывалькаўскі сельскі Савет;не замкнуты
4;r8031201;Карпаўскі сельскі Савет;
4;r8031200;Каўпенскі сельскі Савет;не замкнуты
4;r8031204;Малінаўскі сельскі Савет;
4;r8031198;Ручаёўскі сельскі Савет;
4;r8031202;Страдубскі сельскі Савет;
4;r8031203;Уборкаўскі сельскі Савет;
3;r70815;Мазырскі раён;
4;r5598638;Мазыр;
4;r8087890;Барбароўскі сельскі Савет;
4;r8087889;Каменскі сельскі Савет;
